Longitude,Latitude,OBJECTID,STSSN_ID,YEAR_,MONTH_,DAY_,Commonname,County,CONDITION,CLSL,CWSL,CLOC,CWOC
-82.70140351,28.9118054,64088,DRO2011062501,2011,6,25,Green turtle,Citrus,Alive,45.1,35.1,48.4,40.7
-80.83880285,24.92980446,64089,RFH2011062601,2011,6,26,Loggerhead,Monroe,Alive,61.8,57,64.8,64.9
-82.36180334,26.92470492,64090,ZMB2011062601,2011,6,26,Loggerhead,Charlotte,Moderately decomposed,96,72.9,99.9,92.8
-81.41181319,30.4712858,64091,AGC2011062601,2011,6,26,Kemp's ridley,Duval,Moderately decomposed,0,0,31,32
-80.06880266,26.35520484,64092,MDA2011062701,2011,6,27,Green turtle,Palm Beach,Moderately decomposed,69.4,51.3,73.4,61.6
-82.06790324,26.42250481,64093,AKB2011062701,2011,6,27,Loggerhead,Lee,Severely decomposed,85.3,66.4,91.2,85.4
-80.54082285,28.03434524,64094,AWH2011062701,2011,6,27,Loggerhead,Brevard,Moderately decomposed,91.6,69.2,98.6,91.1
-80.52674286,28.46266535,64095,MRO2011062701,2011,6,27,Loggerhead,Brevard,Moderately decomposed,0,0,106.5,96.5
-80.71260292,28.76060541,64096,SXM2011062701,2011,6,27,Green turtle,Brevard,Alive,0,24.3,0,27.4
-81.30880314,29.89110567,64097,MWG2011062701,2011,6,27,Green turtle,St. Johns,Moderately decomposed,0,0,33.6,29.5
-80.21120268,25.74250468,64098,LAB2011062801,2011,6,28,Loggerhead,Miami-Dade,Severely decomposed,0,0,0,0
-80.05430267,26.83170496,64099,ALH2011062801,2011,6,28,Green turtle,Palm Beach,Moderately decomposed,34.9,28.4,37.5,33.6
-80.06660267,26.92500498,64100,NSM2011062801,2011,6,28,Green turtle,Palm Beach,Severely decomposed,107.5,79,113,99
-82.75890348,27.59500508,64101,DPS2011062801,2011,6,28,Loggerhead,Hillsborough,Fresh dead,41.9,40.6,44.4,44.4
-85.17740424,29.6601055,64102,BSS2011062801,2011,6,28,Loggerhead,Franklin,Skeletal remains,0,0,0,0
-81.31960314,30.01030569,64103,RWS2011062801,2011,6,28,Loggerhead,St. Johns,Moderately decomposed,0,0,0,0
-86.68040469,30.39590562,64104,EJL2011062801,2011,6,28,Kemp's ridley,Okaloosa,Alive,0,0,39.4,40.9
-87.33420487,30.31620558,64105,PJB2011062901,2011,6,29,Green turtle,Escambia,Moderately decomposed,43.5,0,0,0
-80.07870268,26.95680499,64106,ALH2011063001,2011,6,30,Green turtle,Palm Beach,Fresh dead,56.5,43.7,60.2,45.1
-80.1417027,27.11900503,64107,KMT2011063001,2011,6,30,Green turtle,Martin,Moderately decomposed,104.1,91.4,0,0
-85.86410446,30.2079056,64108,NME2011063001,2011,6,30,Loggerhead,Bay,Moderately decomposed,75.9,60.3,0,0
-86.51480465,30.39750563,64109,SAK2011063001,2011,6,30,Kemp's ridley,Okaloosa,Severely decomposed,0,0,0,0
-80.09998266,26.15452479,64110,NXT2011070101,2011,7,1,Green turtle,Broward,Moderately decomposed,0,0,0,0
-80.4001028,27.77070518,64111,NAD2011070101,2011,7,1,Loggerhead,Indian River,Alive,0,0,0,0
-82.8150035,27.80990513,64112,JRW2011070101,2011,7,1,Kemp's ridley,Pinellas,Moderately decomposed,41.5,39,43.9,43.5
-80.56002287,28.43750534,64113,ALC2011070101,2011,7,1,Loggerhead,Brevard,Moderately decomposed,0,0,69.4,68.8
-80.98630302,29.18600551,64114,ARB2011070101,2011,7,1,Loggerhead,Volusia,Alive,69.9,58,75.7,72.8
-80.55832287,28.43843534,64115,ALC2011070102,2011,7,1,Loggerhead,Brevard,Severely decomposed,0,0,0,91.2
-81.77120311,24.55140434,64116,SXL2011070201,2011,7,2,Loggerhead,Monroe,Fresh dead,0,0,86.4,74.9
-80.59040287,28.40700533,64117,PDR2011070201,2011,7,2,Green turtle,Brevard,Fresh dead,27.6,21.1,28.5,24.5
-85.09040421,29.6400055,64118,JXR2011070201,2011,7,2,Loggerhead,Franklin,Moderately decomposed,78.7,61,85,79
-80.24790274,27.36860508,64119,JAG2011070301,2011,7,3,Green turtle,St. Lucie,Fresh dead,26.2,21.2,27.5,24.8
-82.48610341,27.92200516,64120,RAB2011070301,2011,7,3,Loggerhead,Hillsborough,Severely decomposed,102,70.4,104.3,90
-81.07260305,29.36300555,64121,SAP2011070301,2011,7,3,Loggerhead,Volusia,Fresh dead,0,0,78.5,75.5
-81.19520309,29.5870056,64122,JDS2011070301,2011,7,3,Green turtle,Flagler,Alive,0,26.9,0,32.3
-81.26370312,29.83840566,64123,JDH2011070301,2011,7,3,Leatherback,St. Johns,Moderately decomposed,0,0,0,0
-81.00860289,24.7256044,64124,JCG2011070401,2011,7,4,Loggerhead,Monroe,Moderately decomposed,0,0,0,71.1
-82.46110337,26.71910487,64125,KEM2011070401,2011,7,4,Loggerhead,Lee,Moderately decomposed,0,0,0,0
-80.52695286,28.45151534,64126,ALC2011070401,2011,7,4,Loggerhead,Brevard,Severely decomposed,0,0,0,0
-80.98820302,29.1493055,64127,JDS2011070401,2011,7,4,Green turtle,Volusia,Alive,26.3,21.6,28,25.3
-81.30860314,29.96780569,64128,RWS2011070401,2011,7,4,Loggerhead,St. Johns,Moderately decomposed,0,0,0,0
-87.30880487,30.33370559,64129,AJH2011070401,2011,7,4,Kemp's ridley,Escambia,Alive,31.6,29.3,34.3,0
-80.43100281,27.82940519,64130,DMB2011070501,2011,7,5,Loggerhead,Indian River,Fresh dead,0,0,97,82
-80.46590282,27.8444052,64131,ALF2011070501,2011,7,5,Green turtle,Indian River,Fresh dead,31.9,24.1,33,28
-82.86520352,27.96780517,64132,MJA2011070501,2011,7,5,Loggerhead,Pinellas,Alive,90.6,65.7,96.8,84
-80.03330265,26.52330488,64133,KJC2011070601,2011,7,6,Green turtle,Palm Beach,Alive,46.4,38.2,49,43
-80.07890268,26.91320498,64134,AXR2011070601,2011,7,6,Loggerhead,Palm Beach,Skeletal remains,0,0,0,0
-80.1340027,27.10170502,64135,RCB2011070601,2011,7,6,Loggerhead,Martin,Moderately decomposed,0,0,100,84
-80.15546271,27.17421504,64136,DLK2011070601,2011,7,6,Loggerhead,Martin,Moderately decomposed,0,0,92.5,83
-80.56650286,28.09570526,64137,APS2011070601,2011,7,6,Green turtle,Brevard,Fresh dead,0,0,112.5,99
-80.57360286,28.11650526,64138,JAS2011070601,2011,7,6,Green turtle,Brevard,Fresh dead,0,0,60.1,54.3
-85.65000439,30.07680558,64139,JRJ2011070601,2011,7,6,Loggerhead,Bay,Moderately decomposed,0,0,0,0
-80.43085281,27.82912519,64140,DMB2011070701,2011,7,7,Loggerhead,Indian River,Moderately decomposed,0,0,0,0
-80.59560287,28.20620528,64141,AXZ2011070701,2011,7,7,Green turtle,Brevard,Alive,31.7,23.9,33.9,29.3
-80.60670288,28.2855053,64142,ELT2011070701,2011,7,7,Unknown,Brevard,Skeletal remains,0,0,0,0
-80.98884302,29.19038551,64143,EBD2011070701,2011,7,7,Loggerhead,Volusia,Severely decomposed,76,60,83,77
-81.44060321,30.70480585,64144,AAZ2011070701,2011,7,7,Unknown,Nassau,Fresh dead,0,0,41.9,34.3
-81.44950302,24.65950438,64145,SAS2011070801,2011,7,8,Unknown,Monroe,Moderately decomposed,0,0,0,0
-80.99760289,24.7313044,64146,JCG2011070801,2011,7,8,Green turtle,Monroe,Severely decomposed,0,0,63,49
-82.58040342,27.31430502,64147,GNL2011070801,2011,7,8,Loggerhead,Sarasota,Severely decomposed,89.4,66.7,92.9,84.1
-80.56141287,28.43672534,64148,ALC2011070801,2011,7,8,Loggerhead,Brevard,Severely decomposed,0,0,0,0
-81.30750298,24.65000438,64149,CAM2011070901,2011,7,9,Green turtle,Monroe,Fresh dead,0,0,88.9,83.8
-80.45470282,27.8493052,64150,RDG2011070901,2011,7,9,Green turtle,Indian River,Moderately decomposed,42,32,43.9,36.8
-81.26280312,29.82730565,64151,KDA2011070901,2011,7,9,Green turtle,St. Johns,Alive,0,0,0,0
-80.16090271,27.19088504,64152,GAB2011071001,2011,7,10,Green turtle,Martin,Fresh dead,0,0,95,90
-82.78180349,27.77750512,64153,MJA2011071001,2011,7,10,Kemp's ridley,Pinellas,Alive,31.4,28.9,34.2,33.8
-80.56356287,28.53941536,64154,MMC2011071001,2011,7,10,Loggerhead,Brevard,Moderately decomposed,0,0,80.2,78
-80.90310299,29.05474948,64155,AKB2011071001,2011,7,10,Green turtle,Volusia,Fresh dead,29,23.3,30.5,25.2
-85.53320435,30.01330557,64156,JRJ2011071001,2011,7,10,Green turtle,Bay,Severely decomposed,35.1,33.3,0,0
-86.83430474,30.38350561,64157,KEG2011071001,2011,7,10,Kemp's ridley,Santa Rosa,Skeletal remains,0,0,46.4,46.4
-81.26440297,24.66090438,64158,MXK2011071101,2011,7,11,Green turtle,Monroe,Moderately decomposed,0,0,113,94
-80.46170274,25.0695045,64159,JRP2011071101,2011,7,11,Loggerhead,Monroe,Moderately decomposed,0,0,0,0
-82.02710323,26.44380481,64160,ACD2011071101,2011,7,11,Loggerhead,Lee,Moderately decomposed,80,59,0,78
-80.17877071,27.16550704,64161,JHP2011071101,2011,7,11,Loggerhead,Martin,Moderately decomposed,0,0,65.5,65
-85.11220422,29.6302055,64162,BSS2011071101,2011,7,11,Unknown,Franklin,Skeletal remains,0,0,0,0
-80.17680272,27.22011505,64163,BLB2011071201,2011,7,12,Green turtle,Martin,Severely decomposed,0,0,0,0
-80.07330266,26.25170481,64164,AMF2011071301,2011,7,13,Green turtle,Broward,Moderately decomposed,0,0,0,0
-81.84530318,26.32900479,64165,HSB2011071301,2011,7,13,Loggerhead,Collier,Moderately decomposed,101.7,73.7,0,0
-81.47080302,24.56480435,64166,SAS2011071401,2011,7,14,Green turtle,Monroe,Moderately decomposed,0,0,0,0
-81.78050311,24.57860435,64167,CMB2011071401,2011,7,14,Unknown,Monroe,Skeletal remains,0,0,0,0
-81.0231029,24.7170044,64168,RWS2011071401,2011,7,14,Loggerhead,Monroe,Fresh dead,0,0,93.5,78.3
-82.66180344,27.42580504,64169,ERJ2011071401,2011,7,14,Loggerhead,Manatee,Moderately decomposed,0,0,0,0
-80.55280285,28.06120525,64170,MTH2011071401,2011,7,14,Green turtle,Brevard,Severely decomposed,0,0,0,105
-82.7858035,28.17270522,64171,RAB2011071401,2011,7,14,Green turtle,Pinellas,Moderately decomposed,40.1,31.5,43.5,0
-80.60370288,28.35770532,64172,MRM2011071401,2011,7,14,Loggerhead,Brevard,Moderately decomposed,0,0,94,82
-80.59240287,28.40910533,64173,AFD2011071401,2011,7,14,Green turtle,Brevard,Alive,0,0,32.5,28
-82.67180345,27.42190504,64174,ERJ2011071501,2011,7,15,Loggerhead,Manatee,Severely decomposed,0,0,0,0
-80.44690281,27.8596052,64175,JLM2011071501,2011,7,15,Green turtle,Indian River,Moderately decomposed,52,45,59.7,54.6
-82.83620351,27.95100516,64176,DRO2011071501,2011,7,15,Kemp's ridley,Pinellas,Alive,33.4,31.5,35.7,35.9
-80.58113287,28.41884533,64177,ALC2011071501,2011,7,15,Loggerhead,Brevard,Moderately decomposed,0,0,78.2,0
-80.91778599,29.02259447,64178,AKB2011071501,2011,7,15,Loggerhead,Volusia,Moderately decomposed,58.7,50,61.1,60.5
-82.41760336,27.04740495,64179,ERJ2011071502,2011,7,15,Loggerhead,Sarasota,Alive,0,53.4,74.3,71
-81.47370303,24.65160437,64180,MHG2011071601,2011,7,16,Loggerhead,Monroe,Moderately decomposed,0,0,85,80
-80.26420275,27.40060509,64181,STW2011071601,2011,7,16,Green turtle,St. Lucie,Fresh dead,95,75,100.8,91.1
-80.43200281,27.83190519,64182,TLO2011071601,2011,7,16,Green turtle,Indian River,Moderately decomposed,29.2,20.8,30.7,25.6
-81.01600289,24.7197044,64183,RAB2011071701,2011,7,17,Loggerhead,Monroe,Severely decomposed,0,0,0,0
-80.07466266,26.31827483,64184,GMR2011071701,2011,7,17,Green turtle,Broward,Severely decomposed,0,0,107,91
-80.01890266,26.68680492,64185,CMS2011071701,2011,7,17,Loggerhead,Palm Beach,Alive,64.5,54.5,70.3,65.5
-81.26830312,29.86990566,64186,JXC2011071701,2011,7,17,Green turtle,St. Johns,Moderately decomposed,0,0,59.7,57.2
-81.33272415,30.06690871,64187,ECF2011071701,2011,7,17,Green turtle,St. Johns,Alive,30.8,25.5,32.2,28.4
-81.41084319,30.4586958,64188,MTS2011071701,2011,7,17,Loggerhead,Duval,Fresh dead,0,0,57.2,55.6
-81.41203319,30.4708558,64189,MTS2011071702,2011,7,17,Loggerhead,Duval,Fresh dead,0,0,68.6,65.3
-81.76470311,24.55240434,64190,SAL2011071801,2011,7,18,Loggerhead,Monroe,Severely decomposed,0,0,0,0
-80.70110281,24.86930444,64191,SAS2011071801,2011,7,18,Green turtle,Monroe,Alive,45,36.5,46.7,39.6
-82.47120338,27.14770498,64192,ERJ2011071801,2011,7,18,Loggerhead,Sarasota,Severely decomposed,78.9,67.8,83,81.6
-80.3946528,27.75955518,64193,KLV2011071801,2011,7,18,Green turtle,Indian River,Severely decomposed,0,0,0,0
-80.60670288,28.33300531,64194,ELT2011071801,2011,7,18,Kemp's ridley,Brevard,Severely decomposed,0,0,29,24
-80.60490288,28.34920532,64195,MRM2011071801,2011,7,18,Loggerhead,Brevard,Moderately decomposed,0,0,108,0
-80.59230287,28.40910533,64196,AFD2011071801,2011,7,18,Loggerhead,Brevard,Severely decomposed,0,0,0,70
-80.89954299,29.04750548,64197,AKB2011071801,2011,7,18,Loggerhead,Volusia,Alive,56.6,43.4,62.1,54.1
-81.37000317,30.21466574,64198,EXB2011071801,2011,7,18,Loggerhead,St. Johns,Moderately decomposed,0,0,0,0
-80.60330288,28.36040532,64199,MRM2011071802,2011,7,18,Loggerhead,Brevard,Moderately decomposed,0,0,0,75
-81.80200316,26.09720473,64200,MCK2011071901,2011,7,19,Loggerhead,Collier,Severely decomposed,68,57.5,68.5,74
-80.19693272,27.25650506,64201,NAD2011071901,2011,7,19,Loggerhead,Martin,Severely decomposed,0,0,98,90.6
-80.29380276,27.48160511,64202,CXL2011071901,2011,7,19,Loggerhead,St. Lucie,Severely decomposed,0,0,96.5,0
-80.35880278,27.66519516,64203,RMH2011071901,2011,7,19,Green turtle,Indian River,Severely decomposed,0,0,40.8,35
-80.62050288,28.40860533,64204,AFD2011071901,2011,7,19,Green turtle,Brevard,Alive,0,0,41,37.5
-82.31940333,26.86720491,64205,WXD2011072001,2011,7,20,Loggerhead,Charlotte,Moderately decomposed,96,72,0,0
-80.07100268,26.94470498,64206,ALH2011072001,2011,7,20,Loggerhead,Palm Beach,Severely decomposed,0,0,0,0
-80.17953272,27.22459505,64207,DLK2011072001,2011,7,20,Green turtle,Martin,Severely decomposed,0,0,34,30
-80.34071278,27.61220514,64208,SLD2011072001,2011,7,20,Loggerhead,Indian River,Moderately decomposed,0,0,96,84
-80.99270302,29.20090551,64209,ALT2011072001,2011,7,20,Loggerhead,Volusia,Moderately decomposed,64,53,68.6,66
-81.17080308,29.57120559,64210,VJM2011072001,2011,7,20,Unknown,Flagler,Skeletal remains,0,0,0,0
-86.86480475,30.37880561,64211,CXH2011072001,2011,7,20,Loggerhead,Santa Rosa,Moderately decomposed,92.7,66,97.8,88.9
-82.28660332,26.8208049,64212,SLL2011072101,2011,7,21,Loggerhead,Charlotte,Fresh dead,69,59,78.7,76.2
-80.59421287,28.19599528,64213,SAC2011072101,2011,7,21,Green turtle,Brevard,Moderately decomposed,0,0,48.2,41.2
-80.66050289,28.34780531,64214,KEM2011072101,2011,7,21,Green turtle,Brevard,Alive,47,39.4,50.3,44.2
-85.39280431,29.92790556,64215,CER2011072101,2011,7,21,Kemp's ridley,Bay,Severely decomposed,0,0,47.6,48.3
-80.09120266,26.2115948,64216,KXP2011072201,2011,7,22,Green turtle,Broward,Severely decomposed,0,0,0,0
-82.76440348,27.75280512,64217,JRW2011072201,2011,7,22,Loggerhead,Pinellas,Severely decomposed,89.5,67.3,91,71
-80.58770287,28.40820533,64218,AFD2011072201,2011,7,22,Green turtle,Brevard,Alive,0,0,32.5,28.5
-80.62540288,28.41850533,64219,DHG2011072201,2011,7,22,Loggerhead,Brevard,Severely decomposed,0,0,86,0
-80.57605287,28.42430534,64220,ALC2011072201,2011,7,22,Loggerhead,Brevard,Moderately decomposed,0,0,0,0
-80.61700289,28.63510539,64221,SLG2011072201,2011,7,22,Loggerhead,Brevard,Severely decomposed,0,0,92.1,86
-80.11570266,26.00213475,64222,LXM2011072301,2011,7,23,Loggerhead,Broward,Severely decomposed,0,0,0,0
-80.64760289,28.43700534,64223,AFD2011072301,2011,7,23,Green turtle,Brevard,Fresh dead,0,0,30.5,26.5
-80.45950282,27.8743052,64224,RDP2011072401,2011,7,24,Green turtle,Brevard,Alive,0,0,0,28.1
-84.77300413,29.69500552,64225,MCS2011072401,2011,7,24,Kemp's ridley,Franklin,Moderately decomposed,0,0,55.2,56.2
-80.53640276,24.99880448,64226,SAS2011072501,2011,7,25,Green turtle,Monroe,Alive,18.1,14.1,18.6,16
-80.27570269,25.31080457,64227,AMF2011072501,2011,7,25,Loggerhead,Monroe,Severely decomposed,0,0,0,0
-80.07140266,26.34630483,64228,MDA2011072501,2011,7,25,Green turtle,Palm Beach,Moderately decomposed,39.6,30.1,42,36.6
-82.82570351,27.96520517,64229,MJA2011072501,2011,7,25,Loggerhead,Pinellas,Moderately decomposed,92.4,68.3,99,84.2
-80.92616299,29.03274547,64230,AKB2011072501,2011,7,25,Green turtle,Volusia,Alive,43.5,34.5,46,39
-82.01440323,26.45390482,64231,AKB2011072601,2011,7,26,Loggerhead,Lee,Moderately decomposed,82.8,64.7,87.3,0
-80.91470299,29.07820548,64232,JDS2011072601,2011,7,26,Green turtle,Volusia,Fresh dead,29.8,24.3,32,28.3
-80.52510284,28.00200523,64233,AWH2011072701,2011,7,27,Loggerhead,Brevard,Severely decomposed,65.9,53.2,70.8,68.5
-82.03750323,26.43820481,64234,ACD2011072801,2011,7,28,Kemp's ridley,Lee,Moderately decomposed,47.7,47.5,49.5,52
-80.03530266,26.67880492,64235,AXR2011072801,2011,7,28,Green turtle,Palm Beach,Moderately decomposed,88,67.8,92.8,85
-80.15580271,27.15770503,64236,DAW2011072801,2011,7,28,Loggerhead,Martin,Severely decomposed,0,0,0,0
-80.26330275,27.39820509,64237,JRG2011072801,2011,7,28,Loggerhead,St. Lucie,Severely decomposed,0,0,0,0
-80.31430276,27.46120511,64238,DRC2011072801,2011,7,28,Green turtle,St. Lucie,Fresh dead,35.2,27.8,37.8,32.2
-81.12230293,24.7121044,64239,JEB2011072901,2011,7,29,Green turtle,Monroe,Moderately decomposed,40.2,33.6,42.5,39
-81.00130289,24.7297044,64240,JCG2011072901,2011,7,29,Loggerhead,Monroe,Moderately decomposed,0,0,71.5,0
-80.96020288,24.75470441,64241,SAS2011072901,2011,7,29,Loggerhead,Monroe,Severely decomposed,78.1,65.3,0,0
-80.07527266,26.31350483,64242,NXT2011072901,2011,7,29,Green turtle,Broward,Moderately decomposed,0,0,55,50
-80.35035078,27.63265415,64243,RMH2011072901,2011,7,29,Loggerhead,Indian River,Moderately decomposed,0,0,0,75.5
-80.38393279,27.74064517,64244,RDW2011072901,2011,7,29,Green turtle,Indian River,Moderately decomposed,0,0,29.3,25.5
-80.1329027,27.14230503,64245,ALH2011073001,2011,7,30,Loggerhead,Martin,Alive,75.3,64.1,80.5,78.7
-80.44850281,27.78590518,64246,LES2011073001,2011,7,30,Green turtle,Indian River,Alive,40.9,31.2,43.1,35.8
-80.44510281,27.8565052,64247,DWK2011073001,2011,7,30,Loggerhead,Indian River,Severely decomposed,62.5,25,66,66
-80.48120283,27.92090522,64248,AMV2011073001,2011,7,30,Green turtle,Brevard,Moderately decomposed,0,0,58.4,50.2
-80.02250265,26.65570491,64249,CMS2011073101,2011,7,31,Loggerhead,Palm Beach,Alive,74,64.4,79.9,80.6
-80.18149272,27.22837505,64250,GAB2011073101,2011,7,31,Green turtle,Martin,Moderately decomposed,0,0,0,72
-80.32354277,27.56628513,64251,BWH2011073101,2011,7,31,Loggerhead,Indian River,Moderately decomposed,0,0,78,78
-80.03650266,26.75720494,64252,JMW2011080101,2011,8,1,Loggerhead,Palm Beach,Moderately decomposed,95,0,99,97
-81.40590318,30.40550578,64253,SLB2011080101,2011,8,1,Loggerhead,Duval,Severely decomposed,0,0,0,0
-80.6994029,28.33380531,64254,KEM2011080201,2011,8,2,Loggerhead,Brevard,Moderately decomposed,0,0,0,0
-80.45250281,27.80970519,64255,KEM2011080202,2011,8,2,Green turtle,Indian River,Moderately decomposed,0,0,0,0
-81.368603,24.67470438,64256,JEB2011080301,2011,8,3,Loggerhead,Monroe,Alive,72.9,60.2,77.1,71.5
-80.942083,29.10840549,64257,BEL2011080301,2011,8,3,Loggerhead,Volusia,Moderately decomposed,81.5,61.4,87.2,78
-84.42750404,29.90570558,64258,BXW2011080301,2011,8,3,Kemp's ridley,Franklin,Moderately decomposed,0,0,0,0
-80.96099301,29.1397155,64259,BEL2011080302,2011,8,3,Loggerhead,Volusia,Moderately decomposed,71,54.5,76.5,71.5
-80.76900283,24.84160444,64260,SAS2011080401,2011,8,4,Loggerhead,Monroe,Moderately decomposed,0,0,0,0
-80.61250288,28.40960533,64261,AFD2011080401,2011,8,4,Loggerhead,Brevard,Moderately decomposed,0,0,72.5,71
-82.56300342,27.6455051,64262,KEM2011080501,2011,8,5,Loggerhead,Hillsborough,Severely decomposed,0,0,0,0
-82.7627035,28.24050523,64263,AMF2011080501,2011,8,5,Loggerhead,Pasco,Severely decomposed,0,0,0,0
-80.60170288,28.36760532,64264,MRM2011080501,2011,8,5,Green turtle,Brevard,Moderately decomposed,0,0,51,42
-81.10300292,24.63760438,64265,MAS2011080601,2011,8,6,Loggerhead,Monroe,Alive,72.3,58.9,76.3,76.8
-80.07106066,26.33257583,64266,RXN2011080601,2011,8,6,Green turtle,Palm Beach,Fresh dead,31.7,23.7,34.2,27.5
-80.06710266,26.37180484,64267,MDA2011080601,2011,8,6,Loggerhead,Palm Beach,Moderately decomposed,93.2,70.4,100.4,83.8
-80.11760269,27.07370502,64268,ALH2011080601,2011,8,6,Green turtle,Martin,Moderately decomposed,100.4,70.6,106.1,96.3
-80.62610288,28.40860533,64269,AFD2011080601,2011,8,6,Green turtle,Brevard,Alive,0,0,26,23
-81.10780306,29.43960557,64270,JXN2011080601,2011,8,6,Loggerhead,Flagler,Alive,0,0,72.4,0
-80.98660289,24.87130444,64271,ALH2011080602,2011,8,6,Loggerhead,Monroe,Moderately decomposed,0,0,0,0
-80.08112266,26.25904481,64272,LMM2011080701,2011,8,7,Loggerhead,Broward,Severely decomposed,0,0,71,0
-80.92373299,29.08557549,64273,MAM2011080701,2011,8,7,Loggerhead,Volusia,Severely decomposed,64.5,54.2,69,68
-80.48600275,24.99690448,64274,CAM2011080801,2011,8,8,Loggerhead,Monroe,Alive,66.9,57.3,73.7,71.6
-81.87960319,26.3900048,64275,JWD2011080801,2011,8,8,Loggerhead,Lee,Fresh dead,0,0,37,36
-81.80130316,26.09050473,64276,JLF2011080901,2011,8,9,Loggerhead,Collier,Moderately decomposed,92.7,74.8,95.4,90.2
-82.09980325,26.42560481,64277,ACD2011080901,2011,8,9,Loggerhead,Lee,Moderately decomposed,82,64,86.5,81
-82.84670351,27.85340514,64278,JRW2011080901,2011,8,9,Loggerhead,Pinellas,Moderately decomposed,74,55.6,77.6,69.2
-84.44330404,29.92970558,64279,BXW2011080901,2011,8,9,Loggerhead,Franklin,Severely decomposed,0,0,81.3,71.1
-81.81210312,24.54540434,64280,JXB2011081001,2011,8,10,Loggerhead,Monroe,Fresh dead,83.8,76.2,0,0
-81.86130318,26.3791048,64281,RAB2011081001,2011,8,10,Loggerhead,Lee,Alive,92.9,63.5,99,91.2
-81.87920319,26.40220481,64282,RGH2011081001,2011,8,10,Loggerhead,Lee,Moderately decomposed,0,0,0,99.1
-81.09140292,24.7097044,64283,JCS2011081101,2011,8,11,Green turtle,Monroe,Alive,0,33.3,0,37
-80.3229027,25.11350452,64284,AMF2011081101,2011,8,11,Green turtle,Monroe,Moderately decomposed,0,0,0,0
-82.72280348,27.95210517,64285,MJA2011081101,2011,8,11,Loggerhead,Pinellas,Alive,80.6,62.8,85.6,82.7
-80.74050282,24.96700447,64286,KEM2011081201,2011,8,12,Loggerhead,Monroe,Moderately decomposed,0,0,0,0
-81.77610311,24.54060434,64287,JEB2011081301,2011,8,13,Green turtle,Monroe,Alive,24.1,19.7,25.6,21.2
-80.57130277,24.95440447,64288,CAM2011081301,2011,8,13,Loggerhead,Monroe,Alive,0,0,79,74
-80.03940267,26.88690497,64289,ALH2011081301,2011,8,13,Loggerhead,Palm Beach,Alive,81.6,0,87.1,0
-81.18650294,24.75470441,64290,JEB2011081302,2011,8,13,Loggerhead,Monroe,Alive,0,0,0,0
-80.01670265,26.70520492,64291,ALH2011081302,2011,8,13,Green turtle,Palm Beach,Alive,88.8,70,93.1,83.8
-80.57970277,25.01570449,64292,GHZ2011081401,2011,8,14,Loggerhead,Monroe,Alive,72.7,57.5,77.7,71
-81.82910317,26.27720478,64293,MDN2011081401,2011,8,14,Loggerhead,Collier,Skeletal remains,0,0,0,0
-80.23780274,27.34870508,64294,CRM2011081401,2011,8,14,Green turtle,St. Lucie,Moderately decomposed,22.9,18.8,24.6,22.2
-82.6782035,28.9213054,64295,RAB2011081401,2011,8,14,Kemp's ridley,Citrus,Alive,29.7,27.9,31.1,31.6
-80.72760281,24.85670444,64296,DPM2011081501,2011,8,15,Loggerhead,Monroe,Severely decomposed,0,0,81.3,72.4
-80.58311287,28.41540533,64297,MRO2011081501,2011,8,15,Green turtle,Brevard,Fresh dead,0,0,39.5,31
-85.89920447,30.22590561,64298,NME2011081501,2011,8,15,Loggerhead,Bay,Moderately decomposed,81.6,61,0,0
-80.53477286,28.44788534,64299,MRO2011081502,2011,8,15,Green turtle,Brevard,Moderately decomposed,0,0,46.8,39.3
-82.08070325,26.42190481,64300,AKB2011081601,2011,8,16,Loggerhead,Lee,Alive,91.7,65.6,97,89
-80.04430266,26.54020488,64301,CMM2011081601,2011,8,16,Green turtle,Palm Beach,Moderately decomposed,30,23.8,31.6,27
-82.57440341,27.30720501,64302,ERJ2011081601,2011,8,16,Kemp's ridley,Sarasota,Moderately decomposed,0,0,0,0
-82.73810347,27.70480511,64303,BRF2011081601,2011,8,16,Loggerhead,Pinellas,Severely decomposed,0,0,96.3,62.2
-81.41140319,30.4666058,64304,MTS2011081601,2011,8,16,Loggerhead,Duval,Fresh dead,0,0,77.5,74.5
-81.0298029,24.7279044,64305,SAS2011081701,2011,8,17,Green turtle,Monroe,Moderately decomposed,0,0,0,0
-80.09260266,26.08550477,64306,MFB2011081701,2011,8,17,Hawksbill,Broward,Moderately decomposed,52.7,43.3,62.9,62.2
-81.79150315,26.09770473,64307,MXH2011081701,2011,8,17,Loggerhead,Collier,Severely decomposed,0,0,86.5,77
-82.39080335,26.97080494,64308,ERJ2011081701,2011,8,17,Green turtle,Sarasota,Severely decomposed,0,0,0,0
-81.25620312,29.78780564,64309,DMJ2011081701,2011,8,17,Loggerhead,St. Johns,Severely decomposed,0,0,0,0
-81.39680318,30.38120578,64310,BXB2011081701,2011,8,17,Loggerhead,Duval,Moderately decomposed,0,0,90.2,86.4
-81.80400312,24.56800435,64311,SAS2011081801,2011,8,18,Green turtle,Monroe,Moderately decomposed,0,0,55.8,35.5
-80.08431266,26.25022481,64312,NXT2011081801,2011,8,18,Green turtle,Broward,Moderately decomposed,0,0,33,28
-80.29020276,27.47020511,64313,CRM2011081801,2011,8,18,Green turtle,St. Lucie,Moderately decomposed,39.1,29.7,42.1,34.6
